sort order,2016,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes,  ,Meters Completed,Macro %  can_seg1,Macro %  can_seg2,Macro % can_seg3,MacroLT5stp_seg1,MacroLT5stp_seg2,MacroLT5stp_seg3,Macro5-15stp_seg1,Macro5-15stp_seg2,Macro5-15stp_seg3,MacroGT15stp_seg1,MacroGT15stp_seg2,MacroGT15stp_seg3,Nereostipes_seg1,Nereostipes_seg2,Nereostipes_seg3,Nereobundles_seg1,Nereobundles_seg2,Nereobundles_seg3
714,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,1,,15,4.6,,90,,48,SEME,ALL,5,30,30,,,,,,,,,,,,,,,,,,,,,,
715,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,1,,15,4.6,,90,,48,HEDE,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
716,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,1,,15,4.6,,90,,48,RHVA,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
717,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,2,,15,4.6,,90,,48,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
718,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,2,,15,4.6,,90,,48,EMLA,ALL,11,11,11,,,,,,,,,,,,,,,,,,,,,,
719,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,2,,15,4.6,,90,,48,EMLA,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
720,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,2,,15,4.6,,90,,48,SEPIy,ALL,4,5,5,,,,,,,,,,,,,,,,,,,,,,
721,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,3,,15,4.6,,90,,48,SEME,ALL,5,30,30,,,,,,,,,,,,,,,,,,,,,,
722,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,3,,15,4.6,,90,,48,EMLA,ALL,3,27,27,,,,,,,,,,,,,,,,,,,,,,
723,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,3,,15,4.6,,90,,48,HEDE,ALL,3,30,30,,,,,,,,,,,,,,,,,,,,,,
724,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,4,,15,4.6,,90,,48,HEDE,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
725,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,4,,15,4.6,,90,,48,HEDE,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
726,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,4,,15,4.6,,90,,48,HEDE,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
727,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,W,5,BOT,4,,15,4.6,,90,,48,OPEL,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
728,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,1,,19,4.5,,60,,48,EMLA,ALL,1,17,17,,,,,,,,,,,,,,,,,,,,,,
729,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,2,,19,4.5,,60,,48,SEME,ALL,5,50,50,,,,,,,,,,,,,,,,,,,,,,
730,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,2,,19,4.5,,60,,48,RYOY,ALL,7,5,5,,,,,,,,,,,,,,,,,,,,,,
731,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,3,,19,5.0,,60,,46,SEME,ALL,3,30,45,,,,,,,,,,,,,,,,,,,,,,
732,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,3,,19,5.0,,60,,46,OPEL,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
733,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,3,,19,5.0,,60,,46,RYOY,ALL,4,5,5,,,,,,,,,,,,,,,,,,,,,,
734,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,4,,19,5.0,,60,,46,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
735,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,4,,19,5.0,,60,,46,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
736,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,4,,19,5.0,,60,,46,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
737,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,5,BOT,4,,19,5.0,,60,,46,RYOY,ALL,5,5,5,,,,,,,,,,,,,,,,,,,,,,
738,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,15,6.5,L,NW,,50,HEDE,ALL,1,25,25,,female,,,,,,,,,,,,,,,,,,,,
739,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,15,6.5,L,NW,,50,RHVA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
740,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,1,,15,6.5,L,NW,,50,OPEL,ALL,1,48,48,,,,,,,,,,,,,,,,,,,,,,
741,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,2,,15,5.2,L,NW,,50,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
742,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,8,3.5,M,NW,,50,HEDE,ALL,2,30,30,,male,,,,,,,,,,,,,,,,,,,,
743,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,3,,8,3.5,M,NW,,50,HELA,ALL,1,22,22,,,,,,,,,,,,,,,,,,,,,,
744,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,13,6.2,L,NW,,50,HEDE,ALL,3,30,30,,female,,,,,,,,,,,,,,,,,,,,
745,2018,7,23,Tatoosh Island,Jameal Samhouri,Ole Shelton,S,5,BOT,4,,13,6.2,L,NW,,50,HEDE,ALL,1,35,35,,female,,,,,,,,,,,,,,,,,,,,
746,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,1,,30,7.0,L,W,,49,HEDE,ALL,1,30,30,,female,,,,,,,,,,,,,,,,,,,,
747,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,1,,30,7.0,L,W,,49,HEDE,ALL,1,25,25,,male,,,,,,,,,,,,,,,,,,,,
748,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,1,,30,7.0,L,W,,49,SEME,ALL,7,20,20,,,,,,,,,,,,,,,,,,,,,,
749,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,1,,30,7.0,L,W,,49,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
750,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,1,,30,7.0,L,W,,49,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
751,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
752,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,HEDE,ALL,1,26,26,,female,,,,,,,,,,,,,,,,,,,,
753,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,SCMA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
754,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
755,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
756,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
757,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,SEME,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
758,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,HEDE,ALL,2,25,25,,male,,,,,,,,,,,,,,,,,,,,
759,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
760,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
761,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,3,25,25,,,,,,,,,,,,,,,,,,,,,,
762,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
763,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,3,35,35,,,,,,,,,,,,,,,,,,,,,,
764,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,SCMA,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
765,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,HEDE,ALL,2,,,,,,,,,,,,,,,,,,,,,,,,
766,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,EMLA,ALL,2,,,,,,,,,,,,,,,,,,,,,,,,
767,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,SEME,ALL,18,25,40,,,,,,,,,,,,,,,,,,,,,,
768,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,2,,15,7.0,M,270,,48,SEME,ALL,2,25,40,,,,,,,,,,,,,,,,,,,,,,
769,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,2,,15,7.0,M,270,,48,EMLA,ALL,3,,,,,,,,,,,,,,,,,,,,,,,,
770,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,2,,15,7.0,M,270,,48,SEPIy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
771,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,3,,9,5.0,M,270,,48,EMLA,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
772,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,3,,9,5.0,M,270,,48,SEME,ALL,2,25,40,,,,,,,,,,,,,,,,,,,,,,
773,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,4,,9,5.0,M,270,,48,SEME,ALL,1,25,40,,,,,,,,,,,,,,,,,,,,,,
774,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,4,,9,5.0,M,270,,48,EMLA,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
775,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,1,,30,9.3,L,30,,46,COTT,ALL,1,7,7,,spinynose?,,,,,,,,,,,,,,,,,,,,
776,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,2,,21,8.0,L,60,,46,HEDE,ALL,3,,,,,,,,,,,,,,,,,,,,,,,,
777,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,2,,21,8.0,L,60,,46,SEPIy,ALL,4,5,5,,,,,,,,,,,,,,,,,,,,,,
778,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,3,,23,10.0,L,250,,46,JOZO,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
779,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,3,,23,10.0,L,250,,46,HEDE,ALL,4,,,,,,,,,,,,,,,,,,,,,,,,
780,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,3,,23,10.0,L,250,,46,EMLA,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
781,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,4,,25,10.0,L,240,,46,SCMA,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
782,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,1,,20,2.3,M,330,,50,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
783,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,2,,20,2.7,M,330,,50,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
784,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,2,,20,2.7,M,330,,50,RYOY,ALL,1,6,6,,,,,,,,,,,,,,,,,,,,,,
785,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,3,,19,2.8,M,330,,50,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
786,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,1,,25,1.9,L,330,,50,SEPIy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
787,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,2,,27,1.9,L,0,,50,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
788,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,2,,27,1.9,L,0,,50,RYOY,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
789,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,3,,25,1.9,L,30,,50,NO_ORG,ALL,,,,,,,,,,,,,,,,,,,,,,,,,
790,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,4,,23,1.9,M,30,,50,SEBYTy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
791,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,4,,23,1.9,M,30,,50,HEDE,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
792,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,4,,23,1.9,M,30,,50,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
793,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,1,,15,1.9,M,30,,50,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
794,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,1,,15,1.9,M,30,,50,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
795,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
796,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,OPEL,ALL,1,55,55,,,,,,,,,,,,,,,,,,,,,,
797,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,EMLA,ALL,3,20,20,,,,,,,,,,,,,,,,,,,,,,
798,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
799,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
800,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
801,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
802,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,EMLA,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
803,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
804,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
805,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
806,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,4,,15,1.9,M,30,,50,EMLA,ALL,2,10,10,,,,,,,,,,,,,,,,,,,,,,
807,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,4,,15,1.9,M,30,,50,SCMA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
808,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,4,,15,1.9,M,30,,50,HEST,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
809,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,SEME,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
810,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,SEPIy,ALL,1,4,4,,,,,,,,,,,,,,,,,,,,,,
811,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,EMLA,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
812,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
813,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
814,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,HEDE,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
815,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,HEDE,ALL,1,17,17,,male,,,,,,,,,,,,,,,,,,,,
816,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
817,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,OPEL,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
818,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,SEME,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
819,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,EMLA,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
820,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,EMLA,ALL,1,12,12,,,,,,,,,,,,,,,,,,,,,,
821,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,EMLA,ALL,1,17,17,,,,,,,,,,,,,,,,,,,,,,
822,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,HEDE,ALL,1,23,23,,,,,,,,,,,,,,,,,,,,,,
823,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
824,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,SEME,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
825,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
826,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,EMLA,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
827,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
828,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,EMLA,ALL,1,18,18,,,,,,,,,,,,,,,,,,,,,,
829,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,HEDE,ALL,1,23,23,,,,,,,,,,,,,,,,,,,,,,
830,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,4,,16,2.0,M,N,,49,EMLA,ALL,1,17,17,,,,,,,,,,,,,,,,,,,,,,
